,session_ID,Garage_ID,User_ID,User_type,Shared_ID,Start_plugin,Start_plugin_hour,End_plugout,End_plugout_hour,El_kWh,Duration_hours,month_plugin,weekdays_plugin,Plugin_category,Duration_category,end_soc,start_soc,start_day_idx,end_day_idx,delta_t,delta_soc_rounded
1507,1508,AdO1,AdO1-3,Private,,2019-07-13 15:41:00,15,2019-07-13 17:43:00,17.0,7.09,2.033333333333333,Jul,Saturday,late afternoon (15-18),Less than 3 hours,1,0.912,94,106,12,0.08
1508,1509,Bl2,Bl2-2,Private,,2019-07-13 15:43:00,15,2019-07-13 20:12:00,20.0,11.87,4.483333333333333,Jul,Saturday,late afternoon (15-18),Between 3 and 6 hours,1,0.853,94,121,27,0.14
1510,1511,AsO2,SR14-2,Shared,Shared-5,2019-07-13 17:07:00,17,2019-07-13 21:34:00,21.0,23.08,4.45,Jul,Saturday,late afternoon (15-18),Between 3 and 6 hours,1,0.715,102,129,27,0.28
1511,1512,AsO2,AsO6-1,Shared,Shared-4,2019-07-13 17:19:00,17,2019-07-14 11:37:00,11.0,42.7,18.3,Jul,Saturday,late afternoon (15-18),More than 18 hours,1,0.472,103,213,110,0.52
1512,1513,AsO2,AsO2-1,Private,,2019-07-13 18:03:00,18,2019-07-14 13:33:00,13.0,15.21,19.5,Jul,Saturday,early evening (18-21),More than 18 hours,1,0.812,108,225,117,0.18
1513,1514,UT9,Share-14,Shared,Shared-12,2019-07-13 21:08:00,21,2019-07-13 23:45:00,23.0,18.33,2.6166666666666667,Jul,Saturday,late evening (21-midnight),Less than 3 hours,1,0.773,126,142,16,0.22
1514,1515,AdO1,AdO1-3,Private,,2019-07-13 23:50:00,23,2019-07-14 17:00:00,17.0,17.81,17.166666666666668,Jul,Saturday,late evening (21-midnight),Between 15 and 18 hours,1,0.78,143,246,103,0.22
1515,1516,AsO2,Share-4,Shared,Shared-5,2019-07-14 15:09:00,15,2019-07-14 17:07:00,17.0,6.64,1.9666666666666666,Jul,Sunday,late afternoon (15-18),Less than 3 hours,1,0.918,90,102,12,0.08
1516,1517,AsO2,SR14-2,Shared,Shared-4,2019-07-14 15:41:00,15,2019-07-14 19:15:00,19.0,18.19,3.566666666666667,Jul,Sunday,late afternoon (15-18),Between 3 and 6 hours,1,0.775,94,115,21,0.22
1517,1518,AdO3,AdO3-3,Private,,2019-07-14 17:43:00,17,2019-07-15 09:46:00,9.0,21.53,16.05,Jul,Sunday,late afternoon (15-18),Between 15 and 18 hours,1,0.734,106,202,96,0.26
1518,1519,Bl2,Bl2-5,Private,,2019-07-14 18:39:00,18,2019-07-15 07:01:00,7.0,15.24,12.366666666666667,Jul,Sunday,early evening (18-21),Between 12 and 15 hours,1,0.812,111,186,75,0.18
1519,1520,AsO2,SR14-2,Shared,Shared-5,2019-07-14 19:20:00,19,2019-07-14 22:10:00,22.0,19.44,2.8333333333333335,Jul,Sunday,early evening (18-21),Less than 3 hours,1,0.76,116,133,17,0.24
1520,1521,Bl2,Bl2-2,Private,,2019-07-14 19:24:00,19,2019-07-14 23:20:00,23.0,13.85,3.933333333333333,Jul,Sunday,early evening (18-21),Between 3 and 6 hours,1,0.829,116,140,24,0.18
1521,1522,AdO1,AdO1-1,Private,,2019-07-14 19:37:00,19,2019-07-15 06:55:00,6.0,16.42,11.3,Jul,Sunday,early evening (18-21),Between 9 and 12 hours,1,0.797,117,185,68,0.2
1522,1523,AdO3,AdO3-3,Private,,2019-07-15 13:24:00,13,2019-07-15 16:37:00,16.0,5.63,3.216666666666667,Jul,Monday,early afternoon (12-15),Between 3 and 6 hours,1,0.93,80,99,19,0.06
1523,1524,UT9,Share-14,Shared,Shared-12,2019-07-15 15:40:00,15,2019-07-15 16:40:00,16.0,7.02,1.0,Jul,Monday,late afternoon (15-18),Less than 3 hours,1,0.913,94,100,6,0.08
1524,1525,AdO1,AdO1-3,Private,,2019-07-15 16:37:00,16,2019-07-16 07:25:00,7.0,17.54,14.8,Jul,Monday,late afternoon (15-18),Between 12 and 15 hours,1,0.783,99,188,89,0.22
1525,1526,Bl2,Bl2-1,Private,,2019-07-15 19:56:00,19,2019-07-16 11:16:00,11.0,13.93,15.333333333333334,Jul,Monday,early evening (18-21),Between 15 and 18 hours,1,0.828,119,211,92,0.18
1526,1527,AsO2,SR14-2,Shared,Shared-5,2019-07-15 20:08:00,20,2019-07-16 09:46:00,9.0,66.43,13.633333333333333,Jul,Monday,early evening (18-21),Between 12 and 15 hours,1,0.178,120,202,82,0.82
1527,1528,Bl2,Bl2-5,Private,,2019-07-15 23:05:00,23,2019-07-16 06:56:00,6.0,9.14,7.85,Jul,Monday,late evening (21-midnight),Between 6 and 9  hours,1,0.887,138,185,47,0.12
1528,1529,Bl2,Bl2-5,Private,,2019-07-16 09:20:00,9,2019-07-16 13:33:00,13.0,10.72,4.216666666666667,Jul,Tuesday,late morning (9-12),Between 3 and 6 hours,1,0.867,56,81,25,0.14
1529,1530,Bl2,Bl2-5,Private,,2019-07-16 15:31:00,15,2019-07-16 17:17:00,17.0,6.34,1.7666666666666666,Jul,Tuesday,late afternoon (15-18),Less than 3 hours,1,0.922,93,103,10,0.08
1530,1531,AdO1,AdO1-3,Private,,2019-07-16 16:39:00,16,2019-07-17 07:20:00,7.0,14.69,14.683333333333334,Jul,Tuesday,late afternoon (15-18),Between 12 and 15 hours,1,0.818,99,188,89,0.18
1531,1532,AsO2,Share-4,Shared,Shared-5,2019-07-16 17:08:00,17,2019-07-17 07:10:00,7.0,6.7,14.033333333333333,Jul,Tuesday,late afternoon (15-18),Between 12 and 15 hours,1,0.917,102,187,85,0.08
1532,1533,UT9,Share-14,Shared,Shared-12,2019-07-16 17:53:00,17,2019-07-16 21:32:00,21.0,25.65,3.65,Jul,Tuesday,late afternoon (15-18),Between 3 and 6 hours,1,0.683,107,129,22,0.32
1533,1534,Bl2,Bl2-5,Private,,2019-07-16 18:46:00,18,2019-07-17 07:02:00,7.0,7.63,12.266666666666667,Jul,Tuesday,early evening (18-21),Between 12 and 15 hours,1,0.906,112,186,74,0.1
1534,1535,AsO2,SR14-2,Shared,Shared-5,2019-07-17 07:53:00,7,2019-07-17 11:25:00,11.0,23.43,3.533333333333333,Jul,Wednesday,early morning (6-9),Between 3 and 6 hours,1,0.71,47,68,21,0.28
1535,1536,Bl2,Bl2-5,Private,,2019-07-17 15:59:00,15,2019-07-17 17:19:00,17.0,4.79,1.3333333333333333,Jul,Wednesday,late afternoon (15-18),Less than 3 hours,1,0.941,95,103,8,0.06
1536,1537,AdO1,AdO1-2,Private,,2019-07-17 18:43:00,18,2019-07-18 11:18:00,11.0,7.48,16.583333333333332,Jul,Wednesday,early evening (18-21),Between 15 and 18 hours,1,0.907,112,211,99,0.1
1537,1538,Bl2,Bl2-5,Private,,2019-07-17 18:45:00,18,2019-07-18 06:54:00,6.0,7.09,12.15,Jul,Wednesday,early evening (18-21),Between 12 and 15 hours,1,0.912,112,185,73,0.08
1538,1539,AdO1,AdO1-1,Private,,2019-07-17 19:05:00,19,2019-07-18 06:30:00,6.0,18.51,11.416666666666666,Jul,Wednesday,early evening (18-21),Between 9 and 12 hours,1,0.771,114,183,69,0.22
1539,1540,AsO2,Share-5,Shared,Shared-5,2019-07-17 19:08:00,19,2019-07-17 21:23:00,21.0,14.96,2.25,Jul,Wednesday,early evening (18-21),Less than 3 hours,1,0.815,114,128,14,0.18
1540,1541,AdO1,AdO1-3,Private,,2019-07-17 20:04:00,20,2019-07-17 21:26:00,21.0,4.81,1.3666666666666667,Jul,Wednesday,early evening (18-21),Less than 3 hours,1,0.941,120,128,8,0.06
1541,1542,AdO1,AdO1-3,Private,,2019-07-17 21:54:00,21,2019-07-18 07:22:00,7.0,11.49,9.466666666666667,Jul,Wednesday,late evening (21-midnight),Between 9 and 12 hours,1,0.858,131,188,57,0.14
1542,1543,Bl2,Bl2-1,Private,,2019-07-17 22:45:00,22,2019-07-18 11:49:00,11.0,12.12,13.066666666666666,Jul,Wednesday,late evening (21-midnight),Between 12 and 15 hours,1,0.85,136,214,78,0.14
1543,1544,AdO3,AdO3-3,Private,,2019-07-18 12:45:00,12,2019-07-19 08:56:00,8.0,22.91,20.183333333333334,Jul,Thursday,early afternoon (12-15),More than 18 hours,1,0.717,76,197,121,0.28
1545,1546,Bl2,Bl2-2,Private,,2019-07-18 14:19:00,14,2019-07-18 23:52:00,23.0,15.63,9.55,Jul,Thursday,early afternoon (12-15),Between 9 and 12 hours,1,0.807,85,143,58,0.2
1546,1547,UT9,Share-14,Shared,Shared-12,2019-07-18 14:31:00,14,2019-07-18 16:23:00,16.0,10.2,1.8666666666666667,Jul,Thursday,early afternoon (12-15),Less than 3 hours,1,0.874,87,98,11,0.12
1547,1548,Bl2,Share-18,Shared,Shared-7,2019-07-18 16:04:00,16,2019-07-19 08:46:00,8.0,49.17,16.7,Jul,Thursday,late afternoon (15-18),Between 15 and 18 hours,1,0.392,96,196,100,0.6
1548,1549,AdO1,AdO1-3,Private,,2019-07-18 19:25:00,19,2019-07-19 07:22:00,7.0,16.26,11.95,Jul,Thursday,early evening (18-21),Between 9 and 12 hours,1,0.799,116,188,72,0.2
1549,1550,AdO3,AdO3-2,Private,,2019-07-18 21:00:00,21,2019-07-19 10:42:00,10.0,13.3,13.7,Jul,Thursday,late evening (21-midnight),Between 12 and 15 hours,1,0.836,126,208,82,0.16
1550,1551,AsO2,SR14-2,Shared,Shared-5,2019-07-19 07:31:00,7,2019-07-19 11:12:00,11.0,22.19,3.683333333333333,Jul,Friday,early morning (6-9),Between 3 and 6 hours,1,0.726,45,67,22,0.28
1551,1552,UT9,Share-14,Shared,Shared-12,2019-07-19 09:33:00,9,2019-07-19 11:34:00,11.0,13.28,2.0166666666666666,Jul,Friday,late morning (9-12),Less than 3 hours,1,0.836,57,69,12,0.16
1554,1555,AsO2,SR14-2,Shared,Shared-4,2019-07-19 11:58:00,11,2019-07-19 14:46:00,14.0,17.73,2.8,Jul,Friday,late morning (9-12),Less than 3 hours,1,0.781,71,88,17,0.22
1555,1556,AdO3,AdO3-2,Private,,2019-07-19 12:33:00,12,2019-07-19 15:27:00,15.0,3.65,2.9,Jul,Friday,early afternoon (12-15),Less than 3 hours,1,0.955,75,92,17,0.04
1556,1557,AsO2,Share-5,Shared,Shared-5,2019-07-19 15:14:00,15,2019-07-19 20:24:00,20.0,32.53,5.166666666666667,Jul,Friday,late afternoon (15-18),Between 3 and 6 hours,1,0.598,91,122,31,0.4
1557,1558,Bl2,Bl2-2,Private,,2019-07-19 16:21:00,16,2019-07-19 20:31:00,20.0,15.06,4.166666666666667,Jul,Friday,late afternoon (15-18),Between 3 and 6 hours,1,0.814,98,123,25,0.18
1558,1559,AdO3,AdO3-2,Private,,2019-07-19 17:24:00,17,2019-07-19 20:43:00,20.0,3.7,3.316666666666667,Jul,Friday,late afternoon (15-18),Between 3 and 6 hours,1,0.954,104,124,20,0.04
1559,1560,AdO1,AdO1-1,Private,,2019-07-19 19:35:00,19,2019-07-20 09:49:00,9.0,21.11,14.233333333333333,Jul,Friday,early evening (18-21),Between 12 and 15 hours,1,0.739,117,202,85,0.26
1560,1561,Bl2,Bl2-4,Private,,2019-07-19 21:22:00,21,2019-07-20 15:23:00,15.0,17.64,18.016666666666666,Jul,Friday,late evening (21-midnight),More than 18 hours,1,0.782,128,236,108,0.22
1561,1562,AdO1,AdO1-2,Private,,2019-07-19 22:00:00,22,2019-07-20 17:34:00,17.0,6.57,19.566666666666666,Jul,Friday,late evening (21-midnight),More than 18 hours,1,0.919,132,249,117,0.08
1562,1563,Bl2,Bl2-5,Private,,2019-07-19 22:20:00,22,2019-07-20 09:48:00,9.0,5.94,11.466666666666667,Jul,Friday,late evening (21-midnight),Between 9 and 12 hours,1,0.927,134,202,68,0.08
1564,1565,Bl2,Share-39,Shared,Shared-6,2019-07-20 18:40:00,18,2019-07-20 21:28:00,21.0,10.2,2.8,Jul,Saturday,early evening (18-21),Less than 3 hours,1,0.874,112,128,16,0.12
1565,1566,AdO1,AdO1-2,Private,,2019-07-20 19:45:00,19,2019-07-21 18:24:00,18.0,3.52,22.65,Jul,Saturday,early evening (18-21),More than 18 hours,1,0.956,118,254,136,0.04
1566,1567,Bl2,Bl2-5,Private,,2019-07-20 20:24:00,20,2019-07-21 07:05:00,7.0,7.21,10.683333333333334,Jul,Saturday,early evening (18-21),Between 9 and 12 hours,1,0.911,122,186,64,0.08
1567,1568,Bl2,Bl2-5,Private,,2019-07-21 08:09:00,8,2019-07-21 09:46:00,9.0,5.77,1.6166666666666667,Jul,Sunday,early morning (6-9),Less than 3 hours,1,0.929,48,58,10,0.08
1568,1569,Bl2,Bl2-2,Private,,2019-07-21 13:52:00,13,2019-07-21 17:28:00,17.0,13.01,3.6,Jul,Sunday,early afternoon (12-15),Between 3 and 6 hours,1,0.839,83,104,21,0.16
1570,1571,Bl2,Bl2-5,Private,,2019-07-21 17:23:00,17,2019-07-22 07:13:00,7.0,10.52,13.833333333333334,Jul,Sunday,late afternoon (15-18),Between 12 and 15 hours,1,0.87,104,187,83,0.14
1571,1572,AsO2,AsO6-1,Shared,Shared-5,2019-07-21 17:41:00,17,2019-07-22 08:35:00,8.0,61.46,14.9,Jul,Sunday,late afternoon (15-18),Between 12 and 15 hours,1,0.24,106,195,89,0.76
1572,1573,AdO1,AdO1-1,Private,,2019-07-21 17:48:00,17,2019-07-22 07:14:00,7.0,21.84,13.433333333333334,Jul,Sunday,late afternoon (15-18),Between 12 and 15 hours,1,0.73,106,187,81,0.28
1573,1574,Bl2,Share-25,Shared,Shared-7,2019-07-21 18:20:00,18,2019-07-22 09:31:00,9.0,58.25,15.183333333333334,Jul,Sunday,early evening (18-21),Between 15 and 18 hours,1,0.28,110,201,91,0.72
1574,1575,Bl2,Bl2-1,Private,,2019-07-21 21:09:00,21,2019-07-22 14:25:00,14.0,17.62,17.266666666666666,Jul,Sunday,late evening (21-midnight),Between 15 and 18 hours,1,0.782,126,230,104,0.22
1575,1576,UT9,Share-12,Shared,Shared-12,2019-07-21 23:05:00,23,2019-07-22 09:35:00,9.0,24.06,10.5,Jul,Sunday,late evening (21-midnight),Between 9 and 12 hours,1,0.702,138,201,63,0.3
1576,1577,Bl2,Bl2-5,Private,,2019-07-22 15:20:00,15,2019-07-22 18:48:00,18.0,7.78,3.466666666666667,Jul,Monday,late afternoon (15-18),Between 3 and 6 hours,1,0.904,92,112,20,0.1
1577,1578,Bl2,Share-24,Shared,Shared-7,2019-07-22 17:15:00,17,2019-07-22 22:38:00,22.0,33.4,5.383333333333334,Jul,Monday,late afternoon (15-18),Between 3 and 6 hours,1,0.587,103,135,32,0.42
1578,1579,AdO1,AdO1-2,Private,,2019-07-22 20:00:00,20,2019-07-23 17:51:00,17.0,7.04,21.85,Jul,Monday,early evening (18-21),More than 18 hours,1,0.913,120,251,131,0.08
1579,1580,AdO1,AdO1-1,Private,,2019-07-23 18:44:00,18,2019-07-24 07:05:00,7.0,18.81,12.35,Jul,Tuesday,early evening (18-21),Between 12 and 15 hours,1,0.767,112,186,74,0.24
1580,1581,AsO2,Share-5,Shared,Shared-5,2019-07-23 18:45:00,18,2019-07-23 21:45:00,21.0,19.03,3.0,Jul,Tuesday,early evening (18-21),Between 3 and 6 hours,1,0.765,112,130,18,0.24
1581,1582,Bl2,Bl2-5,Private,,2019-07-23 21:50:00,21,2019-07-24 07:26:00,7.0,12.86,9.6,Jul,Tuesday,late evening (21-midnight),Between 9 and 12 hours,1,0.841,131,188,57,0.16
1582,1583,Bl2,Share-8,Shared,Shared-6,2019-07-23 22:29:00,22,2019-07-24 11:27:00,11.0,23.01,12.966666666666667,Jul,Tuesday,late evening (21-midnight),Between 12 and 15 hours,1,0.715,134,212,78,0.28
1583,1584,Bl2,Bl2-1,Private,,2019-07-24 09:26:00,9,2019-07-24 10:48:00,10.0,4.74,1.3666666666666667,Jul,Wednesday,late morning (9-12),Less than 3 hours,1,0.941,56,64,8,0.06
1584,1585,AdO3,AdO3-3,Private,,2019-07-24 13:01:00,13,2019-07-24 16:31:00,16.0,12.58,3.5,Jul,Wednesday,early afternoon (12-15),Between 3 and 6 hours,1,0.844,78,99,21,0.16
1585,1586,AdO1,AdO1-2,Private,,2019-07-24 15:37:00,15,2019-07-25 13:22:00,13.0,5.23,21.75,Jul,Wednesday,late afternoon (15-18),More than 18 hours,1,0.935,93,224,131,0.06
1586,1587,AdO1,AdO1-3,Private,,2019-07-24 16:42:00,16,2019-07-25 09:51:00,9.0,14.84,17.15,Jul,Wednesday,late afternoon (15-18),Between 15 and 18 hours,1,0.816,100,203,103,0.18
1587,1588,Bl2,Bl2-1,Private,,2019-07-24 17:25:00,17,2019-07-25 11:22:00,11.0,14.79,17.95,Jul,Wednesday,late afternoon (15-18),Between 15 and 18 hours,1,0.817,104,212,108,0.18
1588,1589,Bl2,Bl2-6,Private,,2019-07-24 18:31:00,18,2019-07-25 13:35:00,13.0,10.13,19.066666666666666,Jul,Wednesday,early evening (18-21),More than 18 hours,1,0.875,111,225,114,0.12
1589,1590,Bl2,Bl2-5,Private,,2019-07-24 23:05:00,23,2019-07-25 07:33:00,7.0,17.9,8.466666666666667,Jul,Wednesday,late evening (21-midnight),Between 6 and 9  hours,1,0.779,138,189,51,0.22
1590,1591,Bl2,Share-24,Shared,Shared-6,2019-07-24 23:35:00,23,2019-07-25 00:50:00,0.0,8.71,1.25,Jul,Wednesday,late evening (21-midnight),Less than 3 hours,1,0.892,141,149,8,0.1
1591,1592,AdO1,AdO1-1,Private,,2019-07-25 07:29:00,7,2019-07-25 13:23:00,13.0,12.98,5.9,Jul,Thursday,early morning (6-9),Between 3 and 6 hours,1,0.839,44,80,36,0.16
1592,1593,AdO3,AdO3-4,Private,,2019-07-25 11:03:00,11,2019-07-25 15:43:00,15.0,23.77,4.666666666666667,Jul,Thursday,late morning (9-12),Between 3 and 6 hours,1,0.706,66,94,28,0.3
1593,1594,UT9,Share-13,Shared,Shared-12,2019-07-25 11:07:00,11,2019-07-25 12:17:00,12.0,4.23,1.1666666666666667,Jul,Thursday,late morning (9-12),Less than 3 hours,1,0.948,66,73,7,0.06
1594,1595,Bl2,Bl2-5,Private,,2019-07-25 15:52:00,15,2019-07-25 19:06:00,19.0,5.46,3.2333333333333334,Jul,Thursday,late afternoon (15-18),Between 3 and 6 hours,1,0.932,95,114,19,0.06
1595,1596,AdO1,AdO1-3,Private,,2019-07-25 19:03:00,19,2019-07-26 07:26:00,7.0,11.51,12.383333333333333,Jul,Thursday,early evening (18-21),Between 12 and 15 hours,1,0.858,114,188,74,0.14
1596,1597,UT9,Share-11,Shared,Shared-12,2019-07-25 20:27:00,20,2019-07-26 02:21:00,2.0,19.94,5.9,Jul,Thursday,early evening (18-21),Between 3 and 6 hours,1,0.753,122,158,36,0.24
1597,1598,Bl2,Bl2-5,Private,,2019-07-25 20:30:00,20,2019-07-26 08:57:00,8.0,10.81,12.45,Jul,Thursday,early evening (18-21),Between 12 and 15 hours,1,0.866,123,197,74,0.14
1598,1599,AsO2,Share-20,Shared,Shared-5,2019-07-25 22:10:00,22,2019-07-26 08:36:00,8.0,11.42,10.433333333333334,Jul,Thursday,late evening (21-midnight),Between 9 and 12 hours,1,0.859,133,195,62,0.14
1599,1600,AsO2,Share-20,Shared,Shared-5,2019-07-26 09:57:00,9,2019-07-26 11:23:00,11.0,1.21,1.4333333333333333,Jul,Friday,late morning (9-12),Less than 3 hours,1,0.985,59,68,9,0.02
1600,1601,Bl2,Bl2-2,Private,,2019-07-26 10:10:00,10,2019-07-26 12:56:00,12.0,9.96,2.7666666666666666,Jul,Friday,late morning (9-12),Less than 3 hours,1,0.877,61,77,16,0.12
1601,1602,SR14,SR14-1,Private,,2019-07-26 10:47:00,10,2019-07-26 12:21:00,12.0,10.93,1.5666666666666667,Jul,Friday,late morning (9-12),Less than 3 hours,1,0.865,64,74,10,0.14
1605,1606,AsO2,Share-5,Shared,Shared-5,2019-07-26 15:47:00,15,2019-07-26 19:01:00,19.0,17.34,3.2333333333333334,Jul,Friday,late afternoon (15-18),Between 3 and 6 hours,1,0.786,94,114,20,0.22
1607,1608,AsO2,Share-4,Shared,Shared-4,2019-07-26 16:09:00,16,2019-07-27 12:47:00,12.0,7.5,20.633333333333333,Jul,Friday,late afternoon (15-18),More than 18 hours,1,0.907,96,220,124,0.1
1608,1609,SR14,SR14-1,Private,,2019-07-26 16:26:00,16,2019-07-27 00:02:00,0.0,8.14,7.6,Jul,Friday,late afternoon (15-18),Between 6 and 9  hours,1,0.899,98,144,46,0.1
1609,1610,Bl2,Bl2-1,Private,,2019-07-26 16:41:00,16,2019-07-26 21:13:00,21.0,9.91,4.533333333333333,Jul,Friday,late afternoon (15-18),Between 3 and 6 hours,1,0.877,100,127,27,0.12
1610,1611,Bl2,Share-7,Shared,Shared-6,2019-07-26 16:58:00,16,2019-07-26 21:16:00,21.0,21.34,4.3,Jul,Friday,late afternoon (15-18),Between 3 and 6 hours,1,0.736,101,127,26,0.26
1612,1613,UT9,Share-13,Shared,Shared-12,2019-07-26 20:31:00,20,2019-07-26 23:37:00,23.0,11.31,3.1,Jul,Friday,early evening (18-21),Between 3 and 6 hours,1,0.86,123,141,18,0.14
1613,1614,AdO1,AdO1-1,Private,,2019-07-26 21:33:00,21,2019-07-27 10:46:00,10.0,16.55,13.216666666666667,Jul,Friday,late evening (21-midnight),Between 12 and 15 hours,1,0.795,129,208,79,0.2
1614,1615,AdO1,AdO1-2,Private,,2019-07-26 23:36:00,23,2019-07-27 16:44:00,16.0,7.86,17.133333333333333,Jul,Friday,late evening (21-midnight),Between 15 and 18 hours,1,0.903,141,244,103,0.1
1615,1616,AdO3,AdO3-2,Private,,2019-07-27 00:18:00,0,2019-07-27 10:02:00,10.0,16.68,9.733333333333333,Jul,Saturday,early night (midnight-3),Between 9 and 12 hours,1,0.794,1,60,59,0.2
1618,1619,Bl2,Bl2-1,Private,,2019-07-27 12:10:00,12,2019-07-27 13:14:00,13.0,3.81,1.0666666666666667,Jul,Saturday,early afternoon (12-15),Less than 3 hours,1,0.953,73,79,6,0.04
1619,1620,AdO3,AdO3-3,Private,,2019-07-27 12:56:00,12,2019-07-27 17:32:00,17.0,16.69,4.6,Jul,Saturday,early afternoon (12-15),Between 3 and 6 hours,1,0.794,77,105,28,0.2
1620,1621,Bl2,Bl2-2,Private,,2019-07-27 15:53:00,15,2019-07-27 22:28:00,22.0,19.87,6.583333333333333,Jul,Saturday,late afternoon (15-18),Between 6 and 9  hours,1,0.754,95,134,39,0.24
1621,1622,Bl2,Bl2-1,Private,,2019-07-27 17:24:00,17,2019-07-27 23:19:00,23.0,15.64,5.916666666666667,Jul,Saturday,late afternoon (15-18),Between 3 and 6 hours,1,0.807,104,139,35,0.2
1624,1625,UT9,Share-15,Shared,Shared-12,2019-07-27 19:19:00,19,2019-07-27 22:23:00,22.0,17.11,3.066666666666667,Jul,Saturday,early evening (18-21),Between 3 and 6 hours,1,0.788,115,134,19,0.22
1625,1626,AdO1,AdO1-1,Private,,2019-07-27 19:52:00,19,2019-07-28 11:39:00,11.0,18.84,15.783333333333333,Jul,Saturday,early evening (18-21),Between 15 and 18 hours,1,0.767,119,213,94,0.24
1626,1627,AsO2,Share-5,Shared,Shared-5,2019-07-28 08:33:00,8,2019-07-28 11:16:00,11.0,14.93,2.716666666666667,Jul,Sunday,early morning (6-9),Less than 3 hours,1,0.815,51,67,16,0.18
1627,1628,UT9,Share-15,Shared,Shared-12,2019-07-28 08:42:00,8,2019-07-28 11:40:00,11.0,17.1,2.966666666666667,Jul,Sunday,early morning (6-9),Less than 3 hours,1,0.789,52,70,18,0.22
1628,1629,Bl2,Bl2-6,Private,,2019-07-28 08:47:00,8,2019-07-28 14:27:00,14.0,15.68,5.666666666666667,Jul,Sunday,early morning (6-9),Between 3 and 6 hours,1,0.806,52,86,34,0.2
1629,1630,SR14,SR14-1,Private,,2019-07-28 15:11:00,15,2019-07-28 23:09:00,23.0,27.3,7.966666666666667,Jul,Sunday,late afternoon (15-18),Between 6 and 9  hours,1,0.662,91,138,47,0.34
1630,1631,AdO3,AdO3-4,Private,,2019-07-28 16:52:00,16,2019-07-29 05:41:00,5.0,20.35,12.816666666666666,Jul,Sunday,late afternoon (15-18),Between 12 and 15 hours,1,0.748,101,178,77,0.26
1631,1632,Bl2,Bl2-1,Private,,2019-07-28 19:32:00,19,2019-07-29 08:22:00,8.0,13.15,12.833333333333334,Jul,Sunday,early evening (18-21),Between 12 and 15 hours,1,0.837,117,194,77,0.16
1632,1633,SR2,SR2-3,Private,,2019-07-28 19:50:00,19,2019-07-29 10:16:00,10.0,19.44,14.433333333333334,Jul,Sunday,early evening (18-21),Between 12 and 15 hours,1,0.76,119,205,86,0.24
1633,1634,Bl2,Bl2-5,Private,,2019-07-28 22:13:00,22,2019-07-29 06:45:00,6.0,18.7,8.533333333333333,Jul,Sunday,late evening (21-midnight),Between 6 and 9  hours,1,0.769,133,184,51,0.24
1634,1635,AsO2,Share-4,Shared,Shared-5,2019-07-28 23:48:00,23,2019-07-29 12:00:00,12.0,7.45,12.2,Jul,Sunday,late evening (21-midnight),Between 12 and 15 hours,1,0.908,142,216,74,0.1
1635,1636,AdO1,AdO1-1,Private,,2019-07-28 23:55:00,23,2019-07-29 09:25:00,9.0,16.04,9.5,Jul,Sunday,late evening (21-midnight),Between 9 and 12 hours,1,0.802,143,200,57,0.2
1636,1637,AdO1,AdO1-3,Private,,2019-07-28 23:55:00,23,2019-07-29 07:16:00,7.0,11.98,7.35,Jul,Sunday,late evening (21-midnight),Between 6 and 9  hours,1,0.852,143,187,44,0.14
1637,1638,AsO2,Share-20,Shared,Shared-4,2019-07-29 01:35:00,1,2019-07-29 07:38:00,7.0,17.83,6.05,Jul,Monday,early night (midnight-3),Between 6 and 9  hours,1,0.779,9,45,36,0.22
1638,1639,AdO1,AdO1-2,Private,,2019-07-29 03:20:00,3,2019-07-29 11:50:00,11.0,7.77,8.5,Jul,Monday,late night (3-6),Between 6 and 9  hours,1,0.904,20,71,51,0.1
1639,1640,Bl2,Share-8,Shared,Shared-6,2019-07-29 08:06:00,8,2019-07-29 18:22:00,18.0,22.55,10.266666666666667,Jul,Monday,early morning (6-9),Between 9 and 12 hours,1,0.721,48,110,62,0.28
1640,1641,AsO2,SR14-2,Shared,Shared-4,2019-07-29 08:47:00,8,2019-07-29 11:36:00,11.0,16.21,2.816666666666667,Jul,Monday,early morning (6-9),Less than 3 hours,1,0.8,52,69,17,0.2
1641,1642,Bl2,Share-7,Shared,Shared-7,2019-07-29 14:06:00,14,2019-07-29 18:38:00,18.0,25.07,4.533333333333333,Jul,Monday,early afternoon (12-15),Between 3 and 6 hours,1,0.69,84,111,27,0.32
1642,1643,Bl2,Bl2-5,Private,,2019-07-29 15:32:00,15,2019-07-29 19:25:00,19.0,8.33,3.8833333333333333,Jul,Monday,late afternoon (15-18),Between 3 and 6 hours,1,0.897,93,116,23,0.1
1643,1644,AsO2,Share-26,Shared,Shared-5,2019-07-29 15:46:00,15,2019-07-29 17:22:00,17.0,5.51,1.6,Jul,Monday,late afternoon (15-18),Less than 3 hours,1,0.932,94,104,10,0.06
1644,1645,AsO2,SR14-2,Shared,Shared-4,2019-07-29 15:58:00,15,2019-07-29 19:31:00,19.0,19.46,3.55,Jul,Monday,late afternoon (15-18),Between 3 and 6 hours,1,0.759,95,117,22,0.24
1645,1646,AdO1,AdO1-3,Private,,2019-07-29 16:25:00,16,2019-07-30 07:19:00,7.0,12.1,14.9,Jul,Monday,late afternoon (15-18),Between 12 and 15 hours,1,0.85,98,187,89,0.14
